Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI
ZUK32FTV,journalArticle,2006,"Turner, Heather A.; Finkelhor, David; Ormrod, Richard",The effect of lifetime victimization on the mental health of children and adolescents,Social Science & Medicine,,0277-9536,http://dx.doi.org/10.1016/j.socscimed.2005.05.030
M7C96VDS,journalArticle,2007,"Turner, Heather A.; Finkelhor, David; Ormrod, Richard","Predictors of receiving counseling in a national sample of youth: the relative influence of symptoms, victimization exposure, parent-child conflict, and delinquency",Journal of Youth and Adolescence,,,http://dx.doi.org/10.1007/s10964-007-9189-z
A3CGV99A,journalArticle,2011,"Mitchell, Kimberly J.; Finkelhor, David; Wolak, Janis; Ybarra, Michele L.; Turner, Heather",Youth Internet Victimization in a Broader Victimization Context,Journal of Adolescent Health,,,http://dx.doi.org/10.1016/j.jadohealth.2010.06.009
KBGQTN27,journalArticle,2010,"Turner, Heather A.; Finkelhor, David; Ormrod, Richard",Child Mental Health Problems as Risk Factors for Victimization,Child maltreatment,,,http://dx.doi.org/10.1177/1077559509349450
BX4MJVMV,journalArticle,2007,"Mitchell, Kimberly J.; Finkelhor, David; Wolak, Janis",Youth Internet Users at Risk for the Most Serious Online Sexual Solicitations,American Journal of Preventive Medicine,,,http://dx.doi.org/10.1016/j.amepre.2007.02.001
HQJFM3WF,journalArticle,2010,"Turner, Heather A.; Finkelhor, David; Ormrod, Richard",The Effects of Adolescent Victimization on Self-Concept and Depressive Symptoms,Child maltreatment,,,http://dx.doi.org/10.1177/1077559509349444
V66NBU76,journalArticle,2007,"Wolak, Janis; Mitchell, Kimberly; Finkelhor, David",Unwanted and Wanted Exposure to Online Pornography in a National Sample of Youth Internet Users,Pediatrics,,,http://dx.doi.org/10.1542/peds.2006-1891
ZM8R66I8,journalArticle,2009,"Reid, Joan A.; Sullivan, Christopher J.",A Latent Class Typology of Juvenile Victims and Exploration of Risk Factors and Outcomes of Victimization,Criminal Justice and Behavior,,,http://dx.doi.org/10.1177/0093854809340621
97QQJDR5,journalArticle,2007,"Mitchell, Kimberly J.; Wolak, Janis; Finkelhor, David","Trends in Youth Reports of Sexual Solicitations, Harassment and Unwanted Exposure to Pornography on the Internet",Journal of Adolescent Health,,,http://dx.doi.org/10.1016/j.jadohealth.2006.05.021
S2DU5D5R,journalArticle,2012,"Reid, Joan A.; Sullivan, Christopher J.",Unraveling Victim-Offender Overlap: Exploring Profiles and Constellations of Risk,Victims & Offenders,,,http://dx.doi.org/10.1080/15564886.2012.685216
EJGNHHPW,journalArticle,2007,"Ybarra, Michele L.; Mitchell, Kimberly J.",Prevalence and Frequency of Internet Harassment Instigation: Implications for Adolescent Health,Journal of Adolescent Health,,,http://dx.doi.org/10.1016/j.jadohealth.2007.03.005
7GC2FSV2,journalArticle,2011,"Finkelhor, David; Turner, Heather; Hamby, Sherry; Ormrod, Richard","Polyvictimization: Children's exposure to multiple types of violence, crime, and abuse",Juvenile Justice Bulletin,,,
BQ3X32N7,journalArticle,2007,"Ybarra, Michele L.; Mitchell, Kimberly J.",Prevalence & frequency of Internet harassment instigation: Implications for adolescent health,Journal of Adolescent Health,,,http://dx.doi.org/10.1016/j.jadohealth.2007.03.005
N98FZ8RE,journalArticle,2007,"Mitchell, Kimberly J.; Finkelhor, David; Wolak, Janis",Online Requests for Sexual Pictures from Youth: Risk Factors and Incident Characteristics,Journal of Adolescent Health,,,http://dx.doi.org/10.1016/j.jadohealth.2007.03.013
D8P8WK5B,journalArticle,2008,"Wolak, Janis; Finkelhor, David; Mitchell, Kimberly",Is Talking Online to Unknown People Always Risky? Distinguishing Online Interaction Styles in a National Sample of Youth Internet Users,CyberPsychology and Behavior,,,http://dx.doi.org/10.1089/cpb.2007.0044
GW38RC3A,journalArticle,2007,"Ybarra, Michele L.; Mitchell, Kimberly J.; Finkelhor, David; Wolak, Janis",Internet Prevention Messages: Targeting the Right Online Behaviors,Archives of Pediatrics and Adolescent Medicine,,,http://dx.doi.org/10.1001/archpedi.161.2.138D
ABFJCVXJ,journalArticle,2008,"Ybarra, Michele L.; Mitchell, Kimberly J.",How Risky Are Social Networking Sites? A Comparison of Places Online Where Youth Sexual Solicitation and Harassment Occurs,Pediatrics,,,http://dx.doi.org/ 10.1542/peds.2007-0693
XNSXBH8A,journalArticle,2008,"Wells, Melissa; Mitchell, Kimberly J.",How do High Risk Youth Use the Internet? Characteristics & Implications for Prevention,Child Maltreatment,,,http://dx.doi.org/10.1177/1077559507312962
NPQXXUFX,journalArticle,2008,"Wells, Melissa; Mitchell, Kimberly J.",How Do High-Risk Youth Use the Internet? Characteristics and Implications for Prevention,Child Maltreatment,,,http://dx.doi.org/10.1177/1077559507312962
276WMWRM,journalArticle,2006,"Ybarra, Michele L.; Mitchell, Kimberly J.; Wolak, Janis; Finkelhor, David",Examining Characteristics and Associated Distress Related to Internet Harassment: Findings From the Second Youth Internet Safety Survey,Pediatrics,,,http://dx.doi.org/10.1542/peds.2006-0815
FWA8D8MM,journalArticle,2007,"Wolak, Janis; Mitchell, Kimberly J.; Finkelhor, David",Does Online Harassment Constitute Bullying? An Exploration of Online Harassment by Known Peers and Online-Only Contacts,Journal of Adolescent Health,,,http://dx.doi.org/10.1016/j.jadohealth.2007.08.019
9IPKQ5EG,journalArticle,2008,"Mitchell, Kimberly J.; Wolak, Janis; Finkelhor, David",Are blogs putting youth at risk for online sexual solicitation or harassment?,Child Abuse and Neglect,,,http://dx.doi.org/10.1016/j.chiabu.2007.04.015
CV2MK649,journalArticle,2007,"Salzinger, Suzanne; Rosario, Margaret; Feldman, Richard S.",Physical Child Abuse and Adolescent Violent Delinquency: The Mediating and Moderating Roles of Personal Relationships,Child Maltreatment,,,http://dx.doi.org/10.1177/1077559507301839
U3AJV5RW,journalArticle,1993,"Salzinger, Suzanne; Feldman, Richard S.; Hammer, Muriel; Rosario, Margaret",The Effects of Physical Abuse on Children's Social Relationships,Child Development,,,
9M87MB95,journalArticle,2001,"Salzinger, Suzanne; Feldman, Richard S.; Ng-Mak, Daisy S.; Mojica, Elena; Stockhammer, Tanya Friederike",The effect of physical abuse on children’s social and affective status: A model of cognitive and behavioral processes explaining the association,Development and Psychopathology,,,
WGM6HSVX,journalArticle,2002,"Salzinger, Suzanne; Feldman, Richard S.; Ng-Mak, Daisy S.; Mojica, Elena; Stockhammer, Tanya Friederike; Rosario, Margaret",Effects of Partner Violence and Physical Child Abuse on Child Behavior: A Study of Abused and Comparison Children,Journal of Family Violence,,,
9QT665WH,journalArticle,2001,"Stockhammer, Tanya Friederike; Salzinger, Suzanne; Feldman, Richard S.; Mojica, Elena; Primavera, Louis H.",Assessment of the Effect of Physical Child Abuse within an Ecological Framework: Measurement Issues,Journal of Community Psychology,,,
7R6Q5CCT,journalArticle,2004,"Rogosch, Fred A.; Cicchetti, Dante",Child Maltreatment and Emergent Personality Organization: Perspectives From the Five-Factor Model,Journal of Abnormal Child Psychology,,,
M3Q2W2BV,journalArticle,2001,"Cicchetti, Dante; Rogosch, Fred A.",The impact of child maltreatment and psychopathology on neuroendocrine functioning,Development and Psychopathology,,0954-5794,
DWTEF82N,journalArticle,2000,"English, Diana J.; Brandford, Carol C.; Coghlan, Laura",Data-based organizational change: The use of administrative data to improve child welfare programs and policy,Child welfare,,94021,
7J9VWWNK,journalArticle,1999,"Thompson, Ross A.; Christiansen, Elaine H.; Jackson, Shelly; Wyatt, Jennifer M.; Colman, Rebecca A.; Peterson, Reece L.; Wilcox, Brian L.; Buckendahl, Chad W.",Parent Attitudes and Discipline Practices: Profiles and Correlates in a Nationally Representative Sample,Child Maltreatment,,,http://dx.doi.org/10.1177/1077559599004004005
JGIPTH6U,journalArticle,1995,"Moore, David W.",Three million children victims of physical abuse last year,The Gallup Poll Monthly,,,
I54VAFWN,journalArticle,2012,"Pazdera, Andrea L.; McWey, Lenore M.; Mullis, Ann; Carbonell, Joyce",Child Sexual Abuse and the Superfluous Association with Negative Parenting Outcomes: The Role of Symptoms as Predictors,Journal of marital and family therapy,,1752-0606,http://dx.doi.org/10.1111/j.1752-0606.2011.00272.x
96AUIJ3E,journalArticle,2001,"Poole, Debra Ann; Lindsay, D. Stephen",Children's eyewitness reports after exposure to misinformation from parents,Journal of Experimental Psychology: Applied,,,http://dx.doi.org/10.1037/1076-898X.7.1.27
456NSMF9,journalArticle,1990,"Tracy, Elizabeth M.; Whittaker, James K.",The Social Network Map: Assessing Social Support in Clinical Practice,Families in Society,,,
HR86D2VP,journalArticle,1996,"Turner, Heather A.; Finkelhor, David",Corporal Punishment as a Stressor Among Youth,Journal of Marriage and Family,,,
XIAXQ7PQ,journalArticle,2009,"Staudt, Marlys; Cherry, Donna",Mental health and substance use problems of parents involved with child welfare: Are services offered and provided?,Psychiatric Services,,,
3CS9KQEA,journalArticle,1989,"Zuravin, Susan J.; Greif, Geoffrey L.",Low-Income Mothers Without Custody: Who Are They and Where Are Their Children?,Journal of Sociology and Social Welfare,,1915096,
2JT32IUU,journalArticle,1989,"Zuravin, Susan J.; Greif, Geoffrey L.",Normative and child-maltreating AFDC mothers,Social Casework,,,
M2JIWEBK,journalArticle,1992,"Zuravin, Susan J.; Greif, Geoffrey L.",Couples Relationships of AFDC Mothers,Journal of Couples Therapy,,,
XRMPGHAI,journalArticle,1992,"Zuravin, Susan J.; DiBlasio, Frederick A.",Child-Neglecting Adolescent Mothers: How Do They Differ From Their Nonmaltreating Counterparts?,Journal of Interpersonal Violence,,,http://dx.doi.org/10.1177/088626092007004004
SCTKZQ92,journalArticle,1987,"Zuravin, Susan J.","Unplanned Pregnancies, Family Planning Problems, and Child Maltreatment",Family Relations,,1976664,
GPECZ7SB,journalArticle,1988,"Zuravin, Susan J.",Child maltreatment and teenage first births: A relationship mediated by chronic stress,American Journal of Orthopsychiatry,,,
G6VHMRPP,journalArticle,1997,"Sobsey, Dick; Randall, Wade; Parrila, Rauno K.",Gender differences in abused children with and without disabilities,Child Abuse and Neglect,,0145-2134,http://dx.doi.org/10.1016/S0145-2134(97)00033-1
83QBWHWQ,journalArticle,2001,"Randall, Wade; Sobsey, Dick; Parrila, Rauno","Ethnicity, Disability, and Risk for Abuse",Developmental Disabilities Bulletin,,,
8TXMT2RP,journalArticle,1986,"Olsen, Lenore J.; Holmes, William M.",Youth at Risk: Adolescents and Maltreatment,Children and Youth Services Review,,,http://dx.doi.org/10.1016/0190-7409(86)90023-X
657J5KJM,journalArticle,1984,"Miller, Shelby H.",The relationship between adolescent childbearing and child maltreatment,Child Welfare,,0009-4021; 0009-4021,
FVTW23MW,journalArticle,1997,"Sedlak, Andrea J.",Risk Factors for the Occurrence of Child Abuse and Neglect,"Journal of Aggression, Maltreatment and Trauma",,,
KEZP2P5I,journalArticle,1999,"Rowe, Elizabeth; Eckenrode, John",The timing of academic difficulties among maltreated and nonmaltreated children,Child Abuse and Neglect,,,http://dx.doi.org/10.1016/S0145-2134(99)00044-7
PC6ZK7IE,journalArticle,1990,"Powers, Jane Levine; Eckenrode, John; Jaklitsch, Barbara",Maltreatment among runaway and homeless youth,Child Abuse and Neglect,,,http://dx.doi.org/10.1016/0145-2134(90)90084-7
PPXA3QW5,journalArticle,1989,"Powers, Jane Levine; Jaklitsch, Barbara; Eckenrode, John",Behavioral characteristics of maltreatment among runaway and homeless youth,Early Child Development and Care,,,http://dx.doi.org/10.1080/0300443890420109
RZ29CAZ5,journalArticle,1977,"Straus, Murray A.",Wife-Beating: How Common and Why?,Victimology,,,
7WXUWG3F,journalArticle,1989,"Sugarman, David B.; Hotaling, Gerald T.",Violent men in intimate relationships: An analysis of risk markers,Journal of Applied Social Psychology,,,http://dx.doi.org/10.1111/j.1559-1816.1989.tb01237.x
GRPBURGD,journalArticle,2000,"Whitchurch, Gail G.",Violent critical incidents in four types of violent interspousal relationships,Marriage and Family Review,,,http://dx.doi.org/10.1300/J002v30n01_03
R6HWNH4A,journalArticle,1980,"Straus, Murray A.",Victims and Aggressors in Marital Violence,American Behavioral Scientist,,,
ZGWNGHX3,journalArticle,1990,"Stets, Jan E.",Verbal and Physical Aggression in Marriage,Journal of Marriage and Family,,,
77AM33Q8,journalArticle,1991,"Vissing, Yvonne M.; Straus, Murray A.; Gelles, Richard J.; Harrop, John W.",Verbal aggression by parents and psychosocial problems of children,Child Abuse and Neglect,,,http://dx.doi.org/10.1016/0145-2134(91)90067-N
RBGR3VGZ,journalArticle,2003,"O'Leary, K. Daniel; Schumacher, Julie A.","The association between alcohol use and intimate partner violence: Linear effect, threshold effect, or both?",Addictive Behaviors,,,http://dx.doi.org/10.1016/j.addbeh.2003.08.034
6G6FN8TX,journalArticle,1980,"Straus, Murray A.",Stress and Physical Child Abuse,Child Abuse and Neglect,,,http://dx.doi.org/10.1016/0145-2134(80)90016-2
HXJIICCM,journalArticle,1994,"Small, Mark A.; Wanke, Kay L.",State responses to child maltreatment,Journal of Offender Rehabilitation,,,http://dx.doi.org/10.1300/J076v21n01_02
ZW47Q8UJ,journalArticle,1986,"Straus, Murray A.; Gelles, Richard J.",Societal Change and Change in Family Violence from 1975 to 1985 as Revealed by Two National Surveys,Journal of Marriage and Family,,,
GSS5R57I,journalArticle,1980,"Straus, Murray A.",Social stress and marital violence in a national sample of American families,Annals of the New York Academy of Sciences,,,
QJMG9EAX,journalArticle,1996,"Ross, Susan M.",Risk of physical abuse to children of spouse abusing parents,Child Abuse and Neglect,,,http://dx.doi.org/10.1016/0145-2134(96)00046-4
Z9K23CUA,journalArticle,1996,"Sugarman, David B.; Aldarondo, Etiony; Boney-McCoy, Sue",Risk marker analysis of husband-to-wife violence: A continuum of aggression,Journal of Applied Social Psychology,,,http://dx.doi.org/10.1111/j.1559-1816.1996.tb01852.x
T4W5J3HN,journalArticle,1979,"Straus, Murray A.",Measuring Intrafamily Conflict and Violence: The Conflict Tactics(CT) Scales,Journal of Marriage and Family,,,
CU9F5H92,journalArticle,1981,"Yllo, Kersti; Straus, Murray A.",Interpersonal Violence Among Married and Cohabiting Couples,Family Relations,,,
A2JXN9CX,journalArticle,1979,"Straus, Murray A.",Family Patterns and Child Abuse in a Nationally Representative American Sample,Child Abuse and Neglect,,,http://dx.doi.org/10.1016/0145-2134(79)90034-6
UPN9KC5E,journalArticle,1992,"Pelton, Leroy",The Development and Use of National Child Welfare Information,Protecting Children,,,
7RVQVBER,journalArticle,1991,"Straus, Murray A.",Discipline and Deviance: Physical Punishment of Children and Violence and Other Crime in Adulthood,Social Problems,,,
2ZM23VUZ,journalArticle,1994,"Straus, Murray A.; Kantor, Glenda Kaufman","Corporal punishment of adolescents by parents: A risk factor in the epidemiology of depression, suicide, alcohol abuse, child abuse, and wife beating",Adolescence,,,
GJ6GK8AH,journalArticle,1996,"Straus, Murray A.; Yodanis, Carrie L.",Corporal punishment in adolescence and physical assaults on spouses in later life: What accounts for the link?,Journal of Marriage and Family,,,
